129.100.92.152 - - [13/Nov/2013:20:53:29 -0500] "GET /web/getNews?urltitle=Londons-53rd-Annual-Hadassah-Bazaar HTTP/1.1" 200 560
129.100.92.152 - - [13/Nov/2013:20:53:37 -0500] "GET /web/getNews?urltitle=London-Jazz-Orchestra HTTP/1.1" 200 559
129.100.92.152 - - [13/Nov/2013:20:53:45 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
129.100.92.152 - - [13/Nov/2013:20:53:47 -0500] "GET /web/getBus?facilityx=-81.21063206&facilityy=42.9622283537 HTTP/1.1" 200 6933
129.100.92.152 - - [13/Nov/2013:20:53:51 -0500] "GET /web/getSpecifyCategoryFacility?cid=04&startid=0&count=10 HTTP/1.1" 200 1553
129.100.92.152 - - [13/Nov/2013:20:53:52 -0500] "GET /web/getBus?facilityx=-81.2245960955&facilityy=42.9447473198 HTTP/1.1" 200 9660
129.100.92.152 - - [13/Nov/2013:20:54:22 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2403
129.100.92.152 - - [13/Nov/2013:20:54:25 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=06&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:54:28 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=02&startid=0&count=10 HTTP/1.1" 200 2723
129.100.92.152 - - [13/Nov/2013:20:54:29 -0500] "GET /web/getNews?urltitle=Fanshawe-Falcons-Mens-Volleyball-vs-Mohawk-Mountaineers-Feb-1 HTTP/1.1" 200 689
129.100.92.152 - - [13/Nov/2013:20:54:37 -0500] "GET /web/getNews?urltitle=Raffi HTTP/1.1" 200 1039
129.100.92.152 - - [13/Nov/2013:20:54:44 -0500] "GET /web/getNews?urltitle=Veterans-of-SNL HTTP/1.1" 200 334
129.100.92.152 - - [13/Nov/2013:20:54:56 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-St-Marys-Lincolns-Feb-12 HTTP/1.1" 200 1842
129.100.92.152 - - [13/Nov/2013:20:55:12 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
129.100.92.152 - - [13/Nov/2013:20:55:14 -0500] "GET /web/getSpecifyCategoryFacility?cid=03&startid=0&count=10 HTTP/1.1" 200 1697
129.100.92.152 - - [13/Nov/2013:20:55:16 -0500] "GET /web/getBus?facilityx=-81.2183753356&facilityy=42.9973895284 HTTP/1.1" 200 9721
129.100.92.152 - - [13/Nov/2013:20:55:28 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2403
129.100.92.152 - - [13/Nov/2013:20:55:32 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=12&startid=0&count=10 HTTP/1.1" 200 2644
129.100.92.152 - - [13/Nov/2013:20:55:33 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2403
129.100.92.152 - - [13/Nov/2013:20:55:34 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=10&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:55:35 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=09&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:55:36 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=08&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:55:37 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=07&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:55:37 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=06&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:20:55:39 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=05&startid=0&count=10 HTTP/1.1" 200 1983
129.100.92.152 - - [13/Nov/2013:21:04:44 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:21:04:46 -0500] "GET /web/getNews?urltitle=Paul-Reddick--London-Music-Club HTTP/1.1" 200 806
129.100.92.152 - - [13/Nov/2013:21:04:54 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=07&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:21:04:55 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=06&startid=0&count=10 HTTP/1.1" 200 68
129.100.92.152 - - [13/Nov/2013:21:04:55 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=05&startid=0&count=10 HTTP/1.1" 200 2162
129.100.92.152 - - [13/Nov/2013:21:04:59 -0500] "GET /web/getNews?urltitle=Orchestra-London-Red-Hot-Weekends--Start-Me-Up-Music-of-The-Rolling-Stones HTTP/1.1" 200 621
129.100.92.152 - - [13/Nov/2013:21:05:05 -0500] "GET /web/getNews?urltitle=Orchestra-London-Masterworks-Series--Tour-Eiffel HTTP/1.1" 200 739
129.100.92.152 - - [13/Nov/2013:21:05:09 -0500] "GET /web/getNews?urltitle=Orchestra-London-Serenade-Brunch-Mothers-Day-Brunch-Belles-of-the-Ballroom HTTP/1.1" 200 686
129.100.92.152 - - [13/Nov/2013:21:05:10 -0500] "GET /web/getNews?urltitle=Orchestra-London-Classics-and-Beyond-Series--Mozarts-Night-at-the-Opera HTTP/1.1" 200 634
129.100.92.152 - - [13/Nov/2013:21:05:16 -0500] "GET /web/getNews?urltitle=Orchestra-London-Pops-Series--Broadway-Beauties HTTP/1.1" 200 662
129.100.92.152 - - [13/Nov/2013:21:05:19 -0500] "GET /web/getNews?urltitle=Dunnys-Source-for-Sports-Stonetown-Classic-Cup HTTP/1.1" 200 607
129.100.92.152 - - [13/Nov/2013:21:05:27 -0500] "GET /web/getNews?urltitle=Matt-Andersen HTTP/1.1" 200 287
129.100.92.152 - - [13/Nov/2013:21:05:40 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:21:05:42 -0500] "GET /web/getNews?urltitle=The-Neil-Younguns--London-Music-Club HTTP/1.1" 200 428
129.100.92.152 - - [13/Nov/2013:21:05:46 -0500] "GET /web/getNews?urltitle=Feeding-BodyFeeding-Soul-Benefit-Concert HTTP/1.1" 200 1101
129.100.92.152 - - [13/Nov/2013:21:05:49 -0500] "GET /web/getNews?urltitle=Jeans-n-Classics--The-Ultimate-Symphonic-Rock-Show HTTP/1.1" 200 989
129.100.92.152 - - [13/Nov/2013:21:06:00 -0500] "GET /web/getNews?urltitle=London-Sings-for-Wounded-Warriors HTTP/1.1" 200 1444
129.100.92.152 - - [13/Nov/2013:21:06:16 -0500] "GET /web/getNews?urltitle=Orchestra-London-Masterworks-Series--Arabian-Nights HTTP/1.1" 200 715
129.100.92.152 - - [13/Nov/2013:21:06:32 -0500] "GET /web/getNews?urltitle=Paul-Reddick--London-Music-Club HTTP/1.1" 200 806
129.100.92.152 - - [13/Nov/2013:21:06:39 -0500] "GET /web/getNews?urltitle=Irish-Dance-Ceili HTTP/1.1" 200 670
129.100.92.152 - - [13/Nov/2013:21:07:14 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
129.100.92.152 - - [13/Nov/2013:21:07:17 -0500] "GET /web/getBus?facilityx=-81.2268922336&facilityy=42.9701838842 HTTP/1.1" 200 11376
129.100.92.152 - - [13/Nov/2013:21:09:02 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
129.100.92.152 - - [13/Nov/2013:21:09:04 -0500] "GET /web/getSpecifyCategoryFacility?cid=04&startid=0&count=10 HTTP/1.1" 200 1553
129.100.92.152 - - [13/Nov/2013:21:09:05 -0500] "GET /web/getBus?facilityx=-81.2245960955&facilityy=42.9447473198 HTTP/1.1" 200 9660
129.100.92.152 - - [13/Nov/2013:21:09:10 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:21:09:13 -0500] "GET /web/getNews?urltitle=Shut-The-Front-Door-Presents-Improvityville-Horror HTTP/1.1" 200 1122
129.100.92.152 - - [13/Nov/2013:21:09:37 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:21:09:38 -0500] "GET /web/getNews?urltitle=London-Baby-Expo HTTP/1.1" 200 877
129.100.92.152 - - [13/Nov/2013:21:09:41 -0500] "GET /web/getNews?urltitle=Paul-Reddick--London-Music-Club HTTP/1.1" 200 806
129.100.92.152 - - [13/Nov/2013:21:09:47 -0500] "GET /web/getNews?urltitle=Jeans-n-Classics--The-Ultimate-Symphonic-Rock-Show HTTP/1.1" 200 989
129.100.92.152 - - [13/Nov/2013:21:09:52 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:21:09:54 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=10&count=10 HTTP/1.1" 200 2342
129.100.92.152 - - [13/Nov/2013:21:09:58 -0500] "GET /web/getNews?urltitle=Event-Autumn-Fall-Art-Classes HTTP/1.1" 200 599
54.207.11.150 - - [13/Nov/2013:21:11:50 -0500] "HEAD / HTTP/1.0" 200 -
129.100.92.152 - - [13/Nov/2013:22:07:04 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131113&cid=11&startid=0&count=10 HTTP/1.1" 200 2421
129.100.92.152 - - [13/Nov/2013:22:07:35 -0500] "GET /web/getNews?urltitle=London-Baby-Expo HTTP/1.1" 200 877
